vegetation_pct,building_pct,road_pct,sidewalk_pct,sky_pct,signage_pct,vehicle_pct,pedestrian_pct,street_furniture_pct,green_coverage_pct,building_coverage_pct,sky_visibility_pct,walkability_ratio,visual_clutter_index,filename,area,point_id
73.13,0.02,0.0,16.27,0.0,4.69,4.51,0.0,1.39,73.13,0.02,0.0,1.0,10.58,ALUN_ALUN_MERDEKA_BS-05.jpg,ALUN_ALUN_MERDEKA,BS-05
65.06,0.0,0.0,19.31,0.0,0.0,0.03,0.0,15.6,65.06,0.0,0.0,1.0,15.63,ALUN_ALUN_MERDEKA_BS-06.jpg,ALUN_ALUN_MERDEKA,BS-06
65.16,6.97,0.0,24.74,0.0,0.0,0.0,0.0,3.12,65.16,6.97,0.0,1.0,3.12,ALUN_ALUN_MERDEKA_BU-04.jpg,ALUN_ALUN_MERDEKA,BU-04
69.33,0.03,0.0,18.74,0.0,0.0,0.0,0.0,11.9,69.33,0.03,0.0,1.0,11.9,ALUN_ALUN_MERDEKA_BU-05.jpg,ALUN_ALUN_MERDEKA,BU-05
44.43,21.66,0.0,8.27,0.0,0.0,0.0,0.0,25.65,44.43,21.66,0.0,1.0,25.65,ALUN_ALUN_MERDEKA_BU-06.jpg,ALUN_ALUN_MERDEKA,BU-06
56.43,21.5,0.01,9.26,0.0,0.0,5.36,0.0,7.45,56.43,21.5,0.0,0.9993,12.81,ALUN_ALUN_MERDEKA_SB-01.jpg,ALUN_ALUN_MERDEKA,SB-01
47.29,16.42,0.0,17.74,0.0,0.0,0.47,0.0,18.07,47.29,16.42,0.0,1.0,18.54,ALUN_ALUN_MERDEKA_ST-01.jpg,ALUN_ALUN_MERDEKA,ST-01
64.44,4.46,0.0,23.75,0.0,0.0,0.0,0.1,7.24,64.44,4.46,0.0,1.0,7.24,ALUN_ALUN_MERDEKA_SB-02.jpg,ALUN_ALUN_MERDEKA,SB-02
58.33,7.27,0.0,16.2,0.0,0.0,7.76,0.0,10.44,58.33,7.27,0.0,1.0,18.21,ALUN_ALUN_MERDEKA_ST-02.jpg,ALUN_ALUN_MERDEKA,ST-02
62.96,6.64,0.02,22.44,0.0,0.0,0.11,0.0,7.82,62.96,6.64,0.0,0.9989,7.93,ALUN_ALUN_MERDEKA_SB-03.jpg,ALUN_ALUN_MERDEKA,SB-03
57.14,1.07,0.0,27.04,0.0,0.0,0.0,0.0,14.75,57.14,1.07,0.0,1.0,14.75,ALUN_ALUN_MERDEKA_ST-03.jpg,ALUN_ALUN_MERDEKA,ST-03
56.82,26.51,0.0,5.56,0.0,0.0,0.13,0.0,10.98,56.82,26.51,0.0,1.0,11.11,ALUN_ALUN_MERDEKA_SB-04.jpg,ALUN_ALUN_MERDEKA,SB-04
55.98,38.06,0.0,3.27,0.0,0.0,0.63,0.0,2.06,55.98,38.06,0.0,1.0,2.69,ALUN_ALUN_MERDEKA_ST-04.jpg,ALUN_ALUN_MERDEKA,ST-04
71.92,5.33,0.0,17.22,0.0,0.0,0.0,0.0,5.52,71.92,5.33,0.0,1.0,5.52,ALUN_ALUN_MERDEKA_SB-05.jpg,ALUN_ALUN_MERDEKA,SB-05
50.6,2.58,0.0,23.9,0.0,0.0,0.0,0.0,22.91,50.6,2.58,0.0,1.0,22.91,ALUN_ALUN_MERDEKA_ST-05.jpg,ALUN_ALUN_MERDEKA,ST-05
64.51,1.44,0.0,23.72,0.0,0.0,0.0,0.0,10.33,64.51,1.44,0.0,1.0,10.33,ALUN_ALUN_MERDEKA_SB-06.jpg,ALUN_ALUN_MERDEKA,SB-06
73.97,0.93,0.07,25.0,0.0,0.0,0.0,0.0,0.03,73.97,0.93,0.0,0.9973,0.03,ALUN_ALUN_MERDEKA_ST-06.jpg,ALUN_ALUN_MERDEKA,ST-06
62.95,8.34,0.68,24.9,0.0,0.0,0.0,0.0,3.12,62.95,8.34,0.0,0.9735,3.12,ALUN_ALUN_MERDEKA_TS-01.jpg,ALUN_ALUN_MERDEKA,TS-01
51.86,12.32,0.09,17.32,0.0,0.0,15.24,0.0,3.17,51.86,12.32,0.0,0.9951,18.41,ALUN_ALUN_MERDEKA_TU-01.jpg,ALUN_ALUN_MERDEKA,TU-01
57.43,0.3,0.01,27.03,0.0,0.0,3.05,0.0,12.18,57.43,0.3,0.0,0.9998,15.23,ALUN_ALUN_MERDEKA_TS-02.jpg,ALUN_ALUN_MERDEKA,TS-02
53.55,37.35,0.0,6.22,0.0,0.0,0.0,0.0,2.87,53.55,37.35,0.0,1.0,2.87,ALUN_ALUN_MERDEKA_TU-02.jpg,ALUN_ALUN_MERDEKA,TU-02
55.9,9.31,0.0,24.2,0.0,0.0,0.04,0.0,10.56,55.9,9.31,0.0,1.0,10.6,ALUN_ALUN_MERDEKA_TS-03.jpg,ALUN_ALUN_MERDEKA,TS-03
63.25,23.03,0.6,7.4,0.0,0.0,0.24,0.0,5.47,63.25,23.03,0.0,0.9245,5.71,ALUN_ALUN_MERDEKA_TU-03.jpg,ALUN_ALUN_MERDEKA,TU-03
62.9,3.5,0.19,25.67,0.0,0.0,0.22,0.0,7.53,62.9,3.5,0.0,0.9927,7.75,ALUN_ALUN_MERDEKA_TS-04.jpg,ALUN_ALUN_MERDEKA,TS-04
52.17,34.23,0.0,5.35,0.78,0.0,0.02,0.0,7.45,52.17,34.23,0.78,1.0,7.47,ALUN_ALUN_MERDEKA_TU-04.jpg,ALUN_ALUN_MERDEKA,TU-04
46.14,7.57,0.0,25.27,0.0,0.0,1.76,0.0,19.26,46.14,7.57,0.0,1.0,21.02,ALUN_ALUN_MERDEKA_TS-05.jpg,ALUN_ALUN_MERDEKA,TS-05
69.45,5.51,0.42,16.8,0.0,0.0,0.87,0.0,6.96,69.45,5.51,0.0,0.9755,7.82,ALUN_ALUN_MERDEKA_TU-05.jpg,ALUN_ALUN_MERDEKA,TU-05
75.87,3.2,0.08,19.05,0.04,0.0,0.0,0.0,1.75,75.87,3.2,0.04,0.9958,1.75,ALUN_ALUN_MERDEKA_TS-06.jpg,ALUN_ALUN_MERDEKA,TS-06
57.81,34.93,0.34,3.72,0.0,0.0,0.07,0.0,3.13,57.81,34.93,0.0,0.9173,3.2,ALUN_ALUN_MERDEKA_TU-06.jpg,ALUN_ALUN_MERDEKA,TU-06
65.36,5.22,0.0,12.39,0.0,0.0,0.0,0.0,17.03,65.36,5.22,0.0,1.0,17.03,ALUN_ALUN_MERDEKA_UT-02.jpg,ALUN_ALUN_MERDEKA,UT-02
75.89,8.24,0.68,14.48,0.0,0.0,0.0,0.0,0.71,75.89,8.24,0.0,0.9553,0.71,ALUN_ALUN_MERDEKA_UT-01.jpg,ALUN_ALUN_MERDEKA,UT-01
66.02,5.13,0.0,14.64,0.0,0.01,0.0,0.0,14.19,66.02,5.13,0.0,1.0,14.2,ALUN_ALUN_MERDEKA_UB-01.jpg,ALUN_ALUN_MERDEKA,UB-01
72.36,22.12,0.0,2.79,0.0,0.0,0.0,0.0,2.73,72.36,22.12,0.0,1.0,2.73,ALUN_ALUN_MERDEKA_UB-02.jpg,ALUN_ALUN_MERDEKA,UB-02
57.14,13.53,0.0,20.51,0.0,0.0,0.0,0.0,8.82,57.14,13.53,0.0,1.0,8.82,ALUN_ALUN_MERDEKA_UB-03.jpg,ALUN_ALUN_MERDEKA,UB-03
76.29,3.12,0.16,10.68,0.0,0.0,0.01,0.0,9.75,76.29,3.12,0.0,0.9853,9.75,ALUN_ALUN_MERDEKA_UT-03.jpg,ALUN_ALUN_MERDEKA,UT-03
75.27,6.65,0.0,10.59,0.0,0.0,0.46,0.0,7.03,75.27,6.65,0.0,1.0,7.49,ALUN_ALUN_MERDEKA_UB-04.jpg,ALUN_ALUN_MERDEKA,UB-04
72.45,7.27,0.0,15.52,0.0,0.0,0.0,0.0,4.75,72.45,7.27,0.0,1.0,4.75,ALUN_ALUN_MERDEKA_UB-05.jpg,ALUN_ALUN_MERDEKA,UB-05
73.36,4.66,0.0,13.05,0.0,0.0,0.0,0.0,8.92,73.36,4.66,0.0,1.0,8.92,ALUN_ALUN_MERDEKA_UT-05.jpg,ALUN_ALUN_MERDEKA,UT-05
66.36,1.52,0.6,22.24,0.28,0.0,0.02,0.0,8.99,66.36,1.52,0.28,0.9738,9.01,ALUN_ALUN_MERDEKA_UT-04.jpg,ALUN_ALUN_MERDEKA,UT-04
